embedding_0,embedding_1,embedding_2,embedding_3,embedding_4,embedding_5,embedding_6,embedding_7,embedding_8,embedding_9,embedding_10,embedding_11,embedding_12,embedding_13,embedding_14,embedding_15,embedding_16,embedding_17,embedding_18,embedding_19,embedding_20,embedding_21,embedding_22,embedding_23,embedding_24,embedding_25,embedding_26,embedding_27,embedding_28,embedding_29,embedding_30,embedding_31,embedding_32,embedding_33,embedding_34,embedding_35,embedding_36,embedding_37,embedding_38,embedding_39,embedding_40,embedding_41,embedding_42,embedding_43,embedding_44,embedding_45,embedding_46,embedding_47,embedding_48,embedding_49,embedding_50,embedding_51,embedding_52,embedding_53,embedding_54,embedding_55,embedding_56,embedding_57,embedding_58,embedding_59,embedding_60,embedding_61,embedding_62,embedding_63,embedding_64,embedding_65,embedding_66,embedding_67,embedding_68,embedding_69,embedding_70,embedding_71,embedding_72,embedding_73,embedding_74,embedding_75,embedding_76,embedding_77,embedding_78,embedding_79,embedding_80,embedding_81,embedding_82,embedding_83,embedding_84,embedding_85,embedding_86,embedding_87,embedding_88,embedding_89,embedding_90,embedding_91,embedding_92,embedding_93,embedding_94,embedding_95,embedding_96,embedding_97,embedding_98,embedding_99
-0.09824998199194158,-0.15264572020834927,-0.15323576673026107,0.11236839336978237,0.17574270094572778,0.024821577122564904,-0.06366755738418034,-0.07362279612185244,-0.00422815297687384,0.13194666097382107,0.14018054279940023,0.1339846884494238,-0.05310425303190723,-0.05690909167343959,-0.005987338359622426,-0.049195756332910956,-0.017737624399973777,-0.06918134385028535,0.023550555244962197,-0.06686700329400919,0.11207113423720118,-0.029616640113959918,0.11532137000360886,0.17950134343056595,0.11234702046965525,-0.12492873760554567,0.004715937590705947,-0.20816115244553945,-0.11399855720872236,-0.03290064516419898,0.10282927066768087,-0.06390175477387575,0.09829581736025986,0.09415760517787158,-0.04218533837915949,-0.029511940343579686,0.09559469133891565,-0.004251764289389456,0.010498350375986279,-0.06596360952686699,0.022288647084995724,0.005895562181312641,-0.10685576041017496,-0.0695600649329231,0.1397067717650559,0.03363758082960217,0.03682368773257564,-0.13144299023801503,-0.07775519503801498,-0.029267557034173195,-0.176038669370598,-0.03739763597878543,-0.22970243403215268,-0.26287612231477314,0.10421951531817529,-0.0029877314161881638,0.17038611149945931,0.0038235647015849006,0.025918322970029748,-0.02122478506538339,-0.13799012034642888,-0.0539532947924494,0.00957310922118739,0.03504369000558326,0.05362563796881722,-0.014089707105469631,-0.038170022913265385,-0.11270635552899654,-0.02919907584335931,0.17369450025423003,0.012091751276842054,-0.16512606089213885,0.02854652908723124,-0.019854719156307127,0.12231230030353543,0.03785896489568771,-0.16685547710513565,-0.0701693297877595,0.0017754726277143971,0.10630626446910348,0.1373203243488644,-0.12537220241631458,-0.06597817826311626,-0.08731360213288454,0.03243679072866541,0.14861663888738041,0.02974333781221707,0.0031384339276631645,-0.12319131290690921,0.013600500934621222,0.22739332744809027,-0.0738928741696072,-0.07896977132013218,-0.07207647746886052,0.05119952923890908,0.1300273074662566,0.042300409544965174,-0.06234212760318698,0.11110568486940457,-0.10604763510037545
-0.03877204699646456,-0.03416926449130473,-0.07199335763253562,0.16659894455325217,0.043262286490048214,0.036968633768452504,0.02284721085843463,-0.06914268659930198,-0.11899145489099937,-0.043361483698728547,-0.043961256827035854,-0.025025328458577856,-0.003133593578110018,0.01660947802420209,0.022197713547778254,-0.04415357326876577,0.0937409069826347,-0.08987981645309029,0.01454561757545653,-0.03972625149709124,0.19884784187740603,-0.00743689607792001,0.18387230013985478,0.005036138086347743,0.016057663137493693,0.03914302955035696,-0.0042056385201320705,-0.24153252289716803,-0.24137464622437893,-0.09980839057075128,-0.03360887890548891,-0.12848305521109102,0.07118306553010834,0.012973285150796697,-0.05550240955148402,-0.029323328426962045,0.005113014588808659,-0.1485075863744758,-0.06724538497293582,-0.1458158845427087,-0.06643788698120658,-0.17533497966719516,0.01245895216029473,-0.2629989282009418,0.021618269929386744,0.03138062271556725,0.10270960675256717,-0.09014860362333985,-0.004549146567833529,0.11870525005091537,-0.08786811953951668,-0.04448112152882987,-0.23373367646364576,-0.11320328818917862,0.03904733282867471,0.03511962944430929,-0.13954893912415578,-0.00047379479045002535,0.07610741878210864,0.08740437251044986,-0.10419609248061784,-0.04783997223012938,-0.07089869412895429,0.0009094630182119956,0.17087130934084455,-0.05173481184956566,-0.06200144824608591,-0.1171937052311887,-0.09755942028826155,-0.026684601678249383,0.07800018076345305,-0.010542114520056517,0.032332566812033725,-0.054209565113157145,-0.027661297200270052,0.08567332988896686,0.0767682165438409,-0.0030858823720004893,-0.004885045765489482,0.06195334558977676,-0.054378574276435214,0.025495523918401694,-0.14323059751568343,-0.18517234647699207,0.04907454847232665,0.10081931237909764,-0.15284965951480856,0.08244144797301592,-0.08773709772393086,0.07918031893879217,0.23926234876787553,-0.025606440694762624,-0.09091306603141906,-0.1782250947530243,-0.11078620034727402,-0.015680153666588724,0.03128498564343923,-0.19369708403315994,0.13200270541333675,-0.021764868127251497
-0.030467590692141312,-0.28294283264678116,-0.16958814170530345,-0.07596122250889069,0.23292815885022933,0.10544730582770585,0.04722633963535275,-0.050154440699504,-0.06870751724650016,0.016210316783977136,-0.020043145444954256,0.08656972744378874,0.06122314993614779,0.0665259300816221,0.08245690487629016,0.06769092558104757,0.1029868380701939,-0.08136949141331422,0.03716122519377204,-0.0708606740814157,0.1338146681046531,-0.06657606160801481,0.16921337355194985,0.08792390594850098,0.08920054389062212,-0.0517307687427327,0.028109739628881414,-0.12528511290345182,-0.08868149855221069,-0.050248249383069266,0.14944579208701214,-0.02774081410533594,-0.03007732946054318,0.16437076141859513,0.03214913791423935,-0.04028994567967564,0.11536922140454825,0.045565653764051424,-0.08567571695119611,0.03640769962030587,0.04924235278886261,-0.09860797625348179,-0.07392008656562911,-0.041807474160097086,0.02740917358053053,0.04567350653293188,0.012386366120822924,-0.11155171863032382,-0.07307711484008263,-0.014953122305117196,-0.04442163885276569,0.02601899835880611,-0.07727877959659794,-0.1164907782214872,0.02840240509521522,-0.0628780190988025,0.13971920801497065,-0.01315214462734278,0.08587807309077075,0.16378816776058475,0.02815244474249672,0.07431144426235982,0.16177426977385548,0.11798394081007352,-0.01274889689381975,-0.06067269851843055,-0.01957876524408656,0.024500687059306563,-0.012809452615320443,0.004350333310350308,-0.04306246534022725,-0.12105769288084352,-0.05344442709973006,-0.043716858023550555,0.10888381936981027,-0.00990718782089193,-0.16888570933332264,0.06748232762577729,0.018981749051802697,0.13653973907903,0.09794487146776934,-0.08980986745039889,-0.14060623016241566,-0.023476858205555708,0.18402842679019488,0.3212482541999696,-0.049898225570509096,-0.06358035815460182,-0.05730632245518519,-0.050773230667470325,0.0799384514804429,0.007405191770497988,-0.002469566247215099,-0.17208504424745738,0.105840623164248,0.21326044643642184,0.14215343318855292,-0.06730015888679967,0.11149814477368035,-0.09520103357244708
-0.15088392878529264,0.094397438974791,0.06900124344243555,-0.018238317925698744,-0.12038881053905516,0.14325684917329154,-0.03923045027449906,-0.01681245554565455,-0.12655374426578206,0.06540898508993619,0.010220674881193161,0.035663667856753185,-0.0755663054436189,0.08013356009976501,0.12397392320253829,0.09845018886654341,-0.09505622906745385,0.008877995747358453,0.037925035946772004,-0.05011098937499141,-0.075139193289431,0.09174475916298844,0.07492158697821279,-0.01980802802686398,0.03590756848492396,-0.14466145066578825,-0.0258667274087734,-0.14535083158194897,0.0683004582187781,-0.1467361253166373,0.02047358682229857,0.11889539942273011,0.1517060088595149,-0.11298673298851597,-0.057213270035399964,-0.05830559809803625,0.08106187830761122,0.02916974069718145,-0.10588918454739758,-0.18798707409816626,0.0312739453057147,-0.10500342221390459,-0.2555925212343584,-0.1224208232289696,0.061031651936078526,-0.05509081853487196,0.13904165041501768,-0.05584982634766632,-0.10969682139290647,0.174731767929789,-0.12534081849297277,0.04547320608627004,-0.05574040940540789,0.10422163230776212,-0.057315363214737736,0.06939281659186622,-0.0681643794453388,-0.04848482605731415,-0.07518837199750657,0.09283192687120262,0.04710470404346736,-0.021037745789980734,-0.019739077432186534,0.06110529496757813,-0.08086718669796783,0.10544684896878381,0.008363877441225449,0.017761005980089634,-0.1492536053581033,0.06276983510606413,0.15040641792734347,0.1109320556582542,-0.01616987396710165,-0.021595200464601283,0.11886799877428617,0.10821980823101526,-0.0158470004039193,-0.12608083301889633,0.10480594204269389,-0.04508307268330075,0.06097701355786914,-0.08866188310852544,-0.01651981381655633,0.1791130073431248,0.1031876670201024,0.07025928632277671,-0.10792333412416524,-0.28019812167431807,-0.08320644128274085,0.07251383834994285,0.030165164350950655,-0.016636355609395352,-0.19324528581396766,-0.12081699871428261,-0.12343517007668978,0.05106259737625368,0.024056236761571453,-0.20025072836962246,-0.04029550650811163,-0.10561987618298992
0.003917992120468074,0.02277759700271949,-0.055155052426737836,-0.024327097025981625,-0.08054551900280844,0.04742079743345398,-0.045153894155386426,-0.08785918705669991,-0.10444539472716882,0.0792935858204623,0.07799203298977052,0.08104446269282274,-0.033600689266377666,0.03458592627943839,0.1889545663587558,-0.033277913737106486,-0.13189978755519297,-0.09892985361032006,0.08201731367494179,0.013580227943591075,0.001622249221408721,0.0807325084196239,0.0534900233991702,0.14272205376876929,-0.05216901826912222,-0.22461806552940494,-0.07425487857315115,-0.10677705561136783,0.05266493153540765,-0.16371583810229312,0.23691176767336478,-0.14002344727735064,-0.019760237845928296,0.034825745139203265,-0.0810257325972524,-0.07277140119271724,0.1201097965902913,-0.03680299985642522,0.03937883642453512,-0.08452313423811345,0.1573258639702209,-0.12641501326367877,-0.030596515048964462,-0.0800393060720738,-0.021153462174489986,-0.15345666426794508,0.2047344641841805,-0.0010349813802178248,-0.06593895215422652,0.13470416621937883,0.033759977683733795,0.022140528298446253,-0.1859221601096878,-0.07601217503471917,-0.15259570294948518,0.08570575473816248,-0.19104289649027048,-0.047564369657967,-0.07264852742311248,-0.02807326954935179,0.023912743224492626,0.01979649082387793,-0.06182672379758201,0.08264089180130675,-0.05550118629218086,0.04724703425852062,0.060155397908247525,0.08647508586125656,-0.05771866345363624,0.12715519189931254,0.019464012746359557,-0.07619803158285092,-0.018010030074134153,-0.12529886383364525,0.06548942041996583,-0.09867205990077396,0.04059729333727822,0.023153973741730866,0.055873154283898205,0.07190215105172168,-0.09628090452953648,-0.18713617995341977,-0.06585650291548477,0.08028362808485634,-0.04682437511349431,0.1184617653132652,-0.1274674293896823,-0.14935861565099143,-0.11086193462987358,0.06243417742634911,0.1880696259864911,-0.10716322222392076,-0.06267264156397974,-0.18523299832710952,-0.08019767167348134,0.099688601851794,0.11194622212817829,-0.14714145002842405,0.09246905630437247,-0.11304987224040174
0.06547282509047425,-0.051074697733222825,-0.0008497012434787287,-0.06454301656065387,-0.042280916736902346,0.1057685692083694,0.009025273585131596,0.041968281119980466,0.14052200439929544,0.10005030057032847,-0.1749022244897856,0.08076871638901952,0.01743302935227606,0.04282513906508627,0.12196235078706878,-0.1291936435089571,0.1293124121447482,-0.02999261044500759,0.17233851590813692,0.1144208708953712,0.027941734038312616,0.04852858057448235,0.04109490815905621,0.13837975214849968,0.07076513468068114,-0.061267863535327795,-0.017950745787568983,-0.2330173118734286,-0.10131032350609293,-0.20577357982405742,0.1459270133064446,0.028785472956164834,-0.010010194284286482,0.12833181033953267,-0.06488129643943949,0.04244509155908536,-0.02473013704004921,-0.041586995493148614,0.05494058094798655,-0.11216204325139915,-0.03792985692370464,0.06663207509770878,-0.08835615330453993,-0.11871473457973376,-0.10592122698004743,-0.1826057819785852,0.04414349517942857,0.03417413614156835,-0.0593354955063717,0.04321566764293768,-0.04053324096104202,-0.0625758649166799,-0.11872191062699881,-0.09939404599438466,-0.21051644171081837,0.11882858105352756,0.004010726612085046,0.08034035184928537,-0.10910313687291748,0.12091473885034999,-0.028042835447879316,0.02580115451402723,0.07495693678013873,0.042200178624838845,0.09286572290542479,-0.10682180069759434,-0.020272276671296656,0.01081209103499585,0.1042127617328699,0.25803515534648525,0.08529748949667001,-0.09767816212933031,0.05823458373126942,0.11496380456718006,0.15407052313524508,0.03665832199098962,-0.11713346729710657,0.06259792873524272,-0.0996307645901521,0.015977426280435147,-0.0035765258486993266,0.08851562326756536,-0.017232422192948255,0.06335929724295637,0.18008151133556785,0.01965585926478274,-0.13803997136405366,-0.06644284475275102,-0.03978617401231438,0.19877000026397432,0.0824703542841864,0.07469901852361291,-0.11458608169620868,-0.07247038081369822,-0.15128617636796798,0.041775839241193866,0.06165485462509081,-0.19918475558167692,0.06960018931762428,-0.04774215149043955
0.10581436141871974,0.06066398294408872,-0.07733850993497683,0.13381121229130916,-0.10351680462460733,0.1516281235045038,0.08559327896084973,-0.013599556334645123,-0.2221895341600061,-0.023842356020244402,-0.16356077857753665,0.05174314763825802,0.035185436931631224,0.001741127774773092,-0.08209895380550727,-0.11979069089475167,0.14889765704158764,0.09160470706377719,-0.038248936534526295,0.10355694850367482,0.031953679187466194,0.07466546123825264,-0.05406932437393794,0.18804066026239943,-0.013503733856841055,0.028565790599629746,-0.04091805978487221,-0.18604312007060173,-0.10492313845752027,0.057164008799775685,0.05049551914569203,-0.04520098380050699,-0.07327960318748922,-0.013619075394407282,-0.10970723115932411,0.14147871242380106,-0.009452498316184233,0.043797712440763636,-0.15884120454125203,0.06480708126166375,-0.00612536760950769,-0.04931686120271912,0.058139221409754686,-0.0208539014329546,0.14502941208524475,0.009372789879896868,0.12990566958480995,0.0033767023877621627,-0.13560521580475937,0.04302923359650694,0.021166797730122224,-0.05833334951668478,-0.16605444903810668,0.05518213673993978,-0.025068643353627088,-0.05583199162346458,-0.018070727499117867,-0.11376835904119845,0.1432256778878146,-0.13648346772575237,0.010552016928460745,-0.05883973931095772,0.09289635920911217,-0.03066468567268503,0.07505585685644638,-0.01943542227375493,0.09737502189448993,0.11881212254494164,0.06281661793094238,0.10153003356923014,0.014265376222530806,0.03859530609612594,-0.14664900366518474,0.04542080879769047,-0.021187900910621237,-0.07186248098755503,-0.10279382057407706,-0.21155620424200786,0.032106264389124166,0.034472231641582786,0.16509353437978597,-0.28758988426248516,-0.09418213640591774,0.10501971453449126,0.10431177842904857,-0.08867864616062367,0.02828191808664541,-0.055023109287030254,-0.17539459797801027,0.13526980528176266,0.027558263368913958,0.034453787091637586,-0.1644193864398626,-0.04193909891644059,0.1019159148038976,0.11880158417573014,-0.12052330947625814,-0.01646659491835651,-0.08040493499301113,-0.16404721662353053
0.010251775672281799,0.04000250341606674,-0.0787323846116479,0.04577982001524964,-0.06475998903039086,0.11375236718730257,0.01452683204488631,0.00936293291729108,-0.2529605134399611,-0.06592336130833218,-0.11880748816331695,-0.07658963995899767,-0.06142591580864285,0.07958406365728571,-0.06608340764918688,-0.10341566557284215,-0.029433335190993157,0.10469682428337652,0.18721724066651127,0.022732715825150976,-0.013467400812082638,-0.08084579114665884,-0.0727959152908027,0.19209352360351,-0.05009926684986125,0.0799271848770331,-0.11580252946560414,-0.07887877256842452,-0.26401256721048405,0.14811390373386885,0.017114147963235085,-0.0682072920833547,0.05367820886040703,-0.042814320457658726,-0.07607518367543474,-0.025328713839231656,0.09455071194306246,-0.04649407013614197,0.026654504974158295,-0.08111256359821727,0.12518866008047683,-0.018169290965920598,-0.10792551325071609,-0.026753071456581276,0.06671422285864574,-0.041111621874477186,0.09160829516876404,-0.06416630041511079,-0.2138274615279114,-0.03282851426441823,0.067052245024471,-0.03453233772287711,-0.13162992431955883,0.022979471777802345,0.11343075563846744,-0.16353172978633845,0.014838222645770036,-0.07948896316112333,0.06808323604134789,-0.06908415234712977,0.11254887626114528,0.09231936480473518,-0.030317392943535117,0.011760113508623193,0.17420444363719456,-0.01046284038873834,0.027822542343985818,0.18137506101802447,0.05707159784043391,0.16869004236647447,-0.0033270680895085484,0.06756176213486188,0.061923767334304845,-0.04220055538819031,0.08665304827130721,0.014458400228839605,-0.005079029571931148,-0.08207523414456983,0.1001006638405677,0.1297061477741938,0.01914989099638902,-0.16449670147348674,-0.11503740871605311,0.08333829778021146,0.0030164115839438183,0.17541258252515768,-0.0006542632560274759,0.05656947521473412,-0.0708077981635849,0.004185996371031023,0.01576790636736546,-0.007694467372213256,-0.16083693974377664,-0.12214842483726472,-0.09762741141734589,0.3373136657013452,0.03865187651962355,-0.10114249248828915,0.009645954677582872,-0.052560071414684155
0.1381971328048215,-0.022686968646217127,-0.022550580395916616,0.1450272554747764,-0.07740320809763998,0.16584750008322857,0.02318237430074577,-0.048386059542718546,-0.26903671923155537,0.02535407705571931,-0.1681289783386369,-0.019049370238813788,0.007333619537999851,-0.03905634982805844,-0.12046445509316794,-0.24900667262819368,0.045107197511583486,0.04203911362551609,-0.002417001148868635,0.060950951172507775,0.02249938786440531,-0.03443342792992862,-0.0619975279957081,0.20883258013059225,-0.02039248896110897,0.07962866253235493,-0.011051718703467455,-0.20101804163042797,-0.1436375279663746,0.08211412164379357,0.042840284875540896,-0.006077206910295099,-0.10643685000414532,0.01810408904684279,0.016959609257613514,0.1416921160998523,0.060218499031779504,0.029533826232215052,-0.10172026806424843,-0.015410453989658311,-0.0011446897380428978,-0.07183635752933741,0.08494120073495029,0.04935981305254491,0.1439257502419943,-0.05964144698180135,0.1039094447790062,-0.13052577266881313,-0.22237431059844787,-0.04763898916462356,0.03865808178681704,-0.06983138208569134,-0.1644614080003499,-0.011691351494580868,0.0055862660127370565,-0.06063043579464243,-0.03305511613601491,-0.15764032605965647,0.06272076241935337,-0.1416161261395095,2.7819404325650284e-05,-0.0116642592033879,0.03262605460555616,0.03512180053618889,0.13490603948018295,0.0485563218270218,0.031803094719665734,0.2383773389483772,-0.06023253847113529,0.12288804021889375,0.025159579398504266,0.008416063899922341,-0.04257085679318486,-0.02541218167917921,0.005976974401858556,-0.011705432789164721,-0.11373317772980522,-0.07248255441607468,0.12914138349578475,0.04982483659495488,0.02929419428878482,-0.16649148701392416,-0.07082769436757969,-0.098829081114064,0.01727234673824121,0.016242732045179092,0.055469327415449556,0.08723546994805448,-0.21401361638179744,0.06989311256776509,-0.004341195254939474,-0.01167207536826264,-0.1774232498296284,-0.12526753145978764,0.04552524752947085,0.11568479852044465,-0.07172552010197351,-0.05228151365985049,-0.10566648420197446,-0.17093592865268656
-0.022345651707197888,0.025794701759344722,-0.14029256270747606,-0.06549298004772025,-0.02474210006786038,-0.1039500245012328,0.14694416313320294,0.19940538474671196,-0.1644132638641862,0.16536289033402227,0.02988665316578048,-0.06729963348728087,-0.17560834316098908,-0.1532855313922842,0.07188365682537276,-0.011463062345490816,-0.028970733486175522,-0.00874200433915534,-0.07520808378097399,-0.09052331632475896,-0.026195049165568522,-0.14122055083892357,-0.08579555395830132,0.12159517872053317,0.08858853988993587,0.10440834911249554,0.06766593078895798,-0.16360082960944844,-0.22043098337410125,-0.20149813344923312,0.06481769509379139,-0.013275505637935597,0.1365414532766955,-0.12311755837030745,-0.07153953190657508,0.02453909878989955,-0.21777950969603577,0.165823370196266,0.06254555989313962,0.0018258087094794192,0.03895298820772741,-0.026934986880672078,-0.15656651955045928,-0.04124317840359918,-0.011210961160087985,-0.09397708694874465,-0.013807543885763721,0.11471289014777246,0.04609722321912759,0.08839748547333083,0.005287916030221412,-0.1001168248030001,0.06136686171450543,-0.08298278930748745,0.004181925982509648,-0.12494158732883855,-0.03271692207843315,0.21416944522989476,-0.003347374179817857,-0.07103299070699472,0.0620258773844806,-0.015263522017068461,0.13039760518716217,0.04722392835197309,-0.0026839586031110704,0.03474933090586872,0.012545775563401753,-0.03923912876910457,0.07069956575103176,0.03656231658724953,-0.0698506114359771,0.09882939611967777,-0.0515501131025762,-0.146897911065691,0.07608755969233215,0.17759201327625213,0.08982186795903237,-0.11604214595853962,-0.0397547892551918,0.005180399642305456,-0.046976804032082174,-0.18768091477532695,-0.08704403553982597,0.08378407538347851,0.2352019864356652,0.06487648290207539,0.03192756617490755,-0.018660261934510154,-0.0075309613029480695,0.0340610453063655,0.07841341404685914,-0.013686811684794383,0.06980903702601456,-0.129532720134215,0.09698710474686104,0.03474163017504071,0.03357715569923003,0.12275837530416929,-0.07140491454884339,-0.09006372335783042
